;Unnamed: 0;ID;descr;feat_balkon;feat_domofon / wideofon;feat_drzwi / okna antywłamaniowe;feat_internet;feat_pom. użytkowe;feat_telefon;feat_telewizja kablowa;feat_teren zamknięty;ov_Liczba pięter;ov_Liczba pokoi;ov_Piętro;ov_Powierzchnia;ov_Rodzaj zabudowy;ov_Rynek;ov_Czynsz;ov_Dostępne od;ov_Forma własności;ov_Materiał budynku;ov_Ogrzewanie;ov_Okna;ov_Rok budowy;ov_Stan wykończenia;feat_garaż/miejsce parkingowe;feat_ogródek;feat_piwnica;feat_taras;feat_winda;feat_monitoring / ochrona;feat_system alarmowy;feat_klimatyzacja;feat_oddzielna kuchnia;feat_kuchenka;feat_meble;feat_piekarnik;feat_lodówka;feat_zmywarka;feat_pralka;feat_dwupoziomowe;feat_telewizor;feat_rolety antywłamaniowe;feat_
12430;12430;447rs;"MIESZKANIE DO SPRZEDAŻY NA WOLI

Mieszkanie wykończony w dobym standardzie, umeblowany i wyposażony. Do mieszkania przynależy miejsce parkingowe i komórka lokatorska w garażu podziemnym.

Składowe mieszkania:

Pokój dzienny z aneksem kuchennym,
Łazienka,
Korytarz z szafą

Budynek z 2015 roku, całodobowa ochrona oraz monitoring.

LOKALIZACJA

Budynek znajdujący się w Warszawskiej Woli pod wesołym adresem Jana Kazimierza 53 ( 20 minut metra Rondo Daszyńskiego dojazd tramwajem), terenami zielonymi z pełną infrastrukturą (Biedronka, 2 stacje benzynowe, Żabka itd.) W najbliższej okolicy znajdują się przedszkola, szkoły, kawiarnie, kino i liczne ścieżki rowerowe. Całodobowa ochrona (monitoring).";1.0;1.0;1.0;;;;;1.0;8.0;1;2;35 m²;apartamentowiec;wtórny;350 zł;2020-01-08;pełna własność;cegła;miejskie;plastikowe;2015.0;do zamieszkania;1.0;;1.0;;1.0;1.0;;;;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;;
12449;12449;42YCf;Atrakcyjne mieszkanie trzypokojowe, o powierzchni 77,5 m2 położone na 2. piętrze z 3 pięter w budynku  z 1999 roku (bez windy).W skład lokalu wchodzi:- widna, oddzielna, w pełni wyposażona w sprzęt AGD kuchnia (12 m2),- przestronny salon (24.5m2) z wyjściem na ustawny balkon (ok 8 m2),- 2 sypialnie - 12 m2 każda,- łazienka z prysznicem (6 m2), - oddzielne WC, - garderoba.Południowo-zachodnia wystawa okien. W pokojach na podłodze parkiet.Do mieszkania przynależy piwnica (10 m2) - w cenie.Istnieje możliwość wykupienia miejsca postojowego w garażu podziemnym za dodatkową opłatą 35 tys. zł.Czynsz administracyjny wynosi ok 700 zł.Spółdzielcze własnościowe prawo do lokalu, założona jest KW.Cicha i zielona okolica, blisko do lasu kabackiego, do metra Kabaty to 3 minuty pieszo.Zapraszam na prezentację. ;1.0;;;1.0;;1.0;1.0;;3.0;3;2;77,50 m²;blok;wtórny;700 zł;;spółdzielcze wł. z KW;cegła;miejskie;plastikowe;1999.0;do zamieszkania;1.0;;1.0;;;;;;;;;;;;;;;;
12549;12549;42Hts;Nowe 3 pokojowe mieszkanie z balkonem, BiałołękaMieszkanie do odbioru w pierwszym kwartale 2020 roku.Bez podatku PCC, bez prowizji.salon z aneksem - 23,86m2Sypialnia - 13,53 m2Pokój- 12,35 m2Łazienka - 5,78 m2Toaleta-1,88 m2Hol - 9,69 m2Balkon - 6,54 m2Nowoczesne i pełne uroku osiedle utrzymane w postindustrialnym klimacie zlokalizowane na Białołęce. Położone w zielonym i cichym otoczeniu, oddalonym od Śródmieścia około 25 minut. Aż 40 % obszaru osiedla to zieleń oraz okazałe starodrzewie.Przystanek autobusowy znajduje się 100 m od osiedla, SKM w odległości 1200m (stacja SKM Płudy)Osiedle jest ogrodzone oraz monitorowane. Dla mieszkańców zaplanowano liczne części wspólne - strefę jogi, siłownię plenerową, hamaki, stoliki szachowe, przestrzeń do grilla i piknikową, grządki z ziołami, plac zabaw oraz tężnię. Niewątpliwie atutem inwestycji jest bezpośrednie sąsiedztwo Parku Henrykowskiego, zapewniającego rekreację i sport, a także będącego miejscem różnych lokalnych wydarzeń rozrywkowo-kulturalnych, w tym regularnych seansów kina letniego. W okolicy znajdują się szkoły, przedszkola, sklepy, kościół, siłownia, liczne punkty usługowe.Możliwość wyboru mieszkań w innych rozkładach na innych piętrach. Zapraszam do kontaktu telefonicznego Więcej ofert znajdziesz na naszej stronie Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.Przedstawione wizualizacje i grafiki mają charakter wyłącznie poglądowy i stanowią wyłącznie materiał pomocniczy, ułatwiający zorientowanie się w ogólnym wyglądzie oferowanej nieruchomości.Niniejsze ogłoszenie wraz z jego elementami jest własnością  Północ Nieruchomości Sp z o.o.  lub podmiotu współpracującego. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Północ Nieruchomości Sp z o.o. lub podmiotów współpracujących jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.Niniejsze materiały stanowią tajemnicę przedsiębiorstwa PÓŁNOC NIERUCHOMOŚCI Sp. z o.o.  w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.).;1.0;;;1.0;1.0;;1.0;;3.0;3;2;67,09 m²;blok;pierwotny;;;pełna własność;;miejskie;plastikowe;2020.0;do wykończenia;1.0;;;;1.0;1.0;;;;;;;;;;;;;
12601;12601;44iUA;Dwupoziomowe mieszkanie w stanie deweloperskim w nadbudowanej części przedwojennej kamienicy. Łączy w sobie nowoczesność (nowe, dobre materiały budowlane) z klimatem starych, przedwojennych kamienic. Cała kamienica wyremontowana, m.in. instalacja elektryczna, ppoż, klatka schodowa, elewacja. Przestronne, komfortowe, ciepłe i ciche. Idealne pod wynajem (możliwość wydzielenia dwóch odrębnych części, sąsiedztwo wyższej uczelni, bardzo dobra komunikacja, tani czynsz - ok. 270 zł / miesiąc bez mediów). Poziom 1:- salon z aneksem kuchennym- łazienka- balkonPoziom 2:- pokój- łazienkaZnormalizowana powierzchnia użytkowa wynosi 50,92 m2 (nie wliczając skosów i powierzchni zajmowanej przez schody), natomiast powierzchnia podłóg ze schodami wynosi 60 m2. Dobra lokalizacja - 3 min piechotą do pętli tramwajowej, kilka minut samochodem od Galerii Dworzec Wileński, ok. 1,5 km od jednego z najnowocześniejszych centrów biznesowych - Koneser, kilka minut piechotą od Wyższej Szkoły Menedżerskiej, 100 m od d. Fabryki TrzcinySprzedaż przez firmę, cena zawiera VAT, kupujący nie płaci podatku od czynności cywilnoprawnych (PCC).s://youtu.be/wlJ87h45pbMJeżeli nie udało się znaleźć oferty spełniającej kryteria, zapraszamy do kontaktu bezpośredniego z naszymi doradcami.Nie wszystkie nasze oferty widoczne są w internecie.;1.0;;;1.0;;;1.0;;5.0;2;4;50,92 m²;kamienica;pierwotny;270 zł;;pełna własność;cegła;gazowe;drewniane;1938.0;do wykończenia;1.0;;;;;;;;;;;;;;;;;;
12624;12624;44bXf;"Sprzedam bezpośrednio - budynek oddany do użytkowania,

Zapraszam do obejrzenia 

Do sprzedaży mieszkanie 2 - pokojowe o metrażu (50 m2) z możliwością zaaranżowania na lokal 3 pokojowy. Mieszkanie składa się z dużej sypialni (12,5 m2) z miejscem na łoże małżeńskie oraz szafę do zabudowy, kuchnia (7,5) m2 z dodatkowym oknem, łazienka (4,5 m2) z miejscem na wannę oraz pralkę, hall (5 m2) oraz przestronny salon z dużymi panoramicznymi oknami o powierzchni (18,5 m2) z wyjściem na słoneczny taras 22 m2 
Istnieje możliwość przeniesienia instalacji wodnokanalizacyjnej oraz elektrycznej do salonu i zaaranżowanie aneksu kuchennego, dzięki czemu uzyskamy dodatkowy pokój o powierzchni 7,5 m2.

Garaż z boxem płatne dodatkowo 38 000 PLN  (duże samodzielne z miejscem dodatkowo np na Motor) 

Mieszkanie idealne do zamieszkania jak i pod kątem inwestycyjnym:
- perspektywa wzrostu wartości nieruchomości w najbliższych latach,  (czynniki położenie względem Centrum miasta a ograniczoną liczbę działek pod budowę, Metro Płocka czynne wkrótce, nowo powstające centrum biznesowe przy rondzie  Daszyńskiego szacuje się że po zakończeniu budowy powstanie  300 tyś. m kw powierzchni komercyjnych, dojazd komunikacją z inwestycji do Daszyńskiego  zajmuje 5 min) 
- 3,5 km od Pałacu Kultury i Nauki- 1,9 km od nowo powstającego Centrum biznesowego Warszawy przy Daszyńskiego tzw. Manhattanu Warszawskiego- bliskość trasy S8- dworzec zachodni 900 m - Stacja SKM
- bliskość budowanej stacji metra Płocka

Zapraszam do kontaktu ";1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;3;6;49,50 m²;blok;wtórny;;2020-01-16;pełna własność;cegła;miejskie;plastikowe;2019.0;do wykończenia;1.0;;1.0;1.0;1.0;1.0;;;1.0;;;;;;;;;;
12686;12686;3PyWy;"CRYSTAL HOUSE S.A. LUKSUSOWE NIERUCHOMOŚCI WARSZAWA POWIŚLE – DOBRA 54Prezentujemy na sprzedaż 210m2 apartament z 5 sypialniami  i ogrodem zimowym z którego rozpościera się widok na Zamek Królewski.Lokalizacja========== Powiśle to doskonała i bardzo prestiżowa lokalizacja. Bliskość Śródmieścia, sąsiedztwo Starego Miasta i Mariensztatu, w pobliżu BUW, Centrum Nauki Kopernik i tereny zielone nad Wisłą sprzyjają zarówno pracy jak i dają możliwość wypoczynku.Poprzez II linię metra (stacja CKN w odległości ok 600m) oraz most i trasę Świętokrzyską doskonale skomunikowana z pozostałymi częściami miasta.OPIS APARTAMENTU==========Prezentowany apartament o powierzchni 212,43m2 znajduje się na 4 piętrze, sześciopiętrowego budynku, tylko jedno mieszkanie na piętrze, a poprzez jadalnię urządzoną w szklanej oranżerii absolutnie wyjątkowy. We wnętrzu duże możliwości aranżacyjne (mało ścian nośnych), obecnie bardzo przemyślanie zaaranżowany pod potrzeby i komfort wielodzietnej rodziny. Rozkład- hol wejściowy z szafami w zabudowie- salon z jadalnią w przeszklonej oranżerii 77,15 m2- kuchnia (z możliwością otwarcia na salon i jadalnię) 15,99 m2- sypialnia główna MASTER BEDROOM z łazienką 24,01 m2 I balkonem- pokój/gabinet 7,91 m2- łazienka 5,96 m2- sypialnia 17,59 m2- sypialnia 11,34 m2 i sypialnia 13,56 m2 (połączone ruchoma ścianą)- pralnia 2,52 m2- sypialnia 13,29 m2 z balkonem- łazienka  6,79Standard Wykończenia========- zabudowa meblowa kuchni – biały połysk, blaty z konglomeratu- wysoka drewniana stolarka drzwiowa – do sufitu- podłogi - drewno egzotyczne- łazienki kamień naturalny marmury i onyksy- porcelana łazienkowa DURAVIT- KLIMATYZACJA DAIKIN- liczne szafy w zabudowach- instalacja pod projektor kina domowego- elektrycznie sterowane żaluzje w oranżerii- videofonOPIS OSIEDLA========Inwestycja o podwyższonym standardzie wybudowana w 2007r przez developera o dobrej opinii - Bouygues Immobilier, teren osiedla jest zamknięty z videofonem, posiada 24h ochronę, oraz wewnętrzny zielony dziedziniec z oświetleniem i ławkami. Zadbana zieleń, klatki schodowe i obejście.możliwość zakupu od 1 do 2 miejsc postojowych w garażu podziemnym w cenie 59tys zł/miejsceoraz obszernej komórki lokatorskiej w cenie 19tys złPolecam i zapraszam do prezentacji nieruchomości Krzysztof Piechocki 535 700 167""Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.Wszelkie prawa zastrzeżone. Kopiowanie, powielanie i wykorzystywanie zdjęć i opisu bez zgody autora jest zabronione.""";;;;;;;;;;8;4;212,43 m²;apartamentowiec;wtórny;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;
12726;12726;44h9R;SPRZEDAM BEZPOŚREDNIOGOTOWY i WYKOŃCZONYMini Apartament IDEALNY NA WYNAJEMBardzo dobra lokalizacja : 900 m Rondo Daszyńskiego, 5 min - CENTRUM Apartament kompletnie urządzony i umeblowany. Wyposażenie apartamentu: klimatyzacja, TV LCD, kuchnia z pełnym wyposażeniem, łazienka wyposażona w prysznicCena apartamentu podana z pełnym wykończeniem, wyposażeniem oraz klimatyzacjąCena netto - 467 000 złCena brutto - 504 000 złApartament wraz z aneksem kuchennym idealny na krótkoterminowy najem ( Booking oraz Airbnb) jak i również doskonały na małe biuro.  * Doskonała oferta cenowa oraz pewny wzrost wartości nieruchomości w tym segmencie. * Wysoki standard budynku m.in. reprezentacyjna całodobowa recepcja z concierge, lobby, room service, samoobsługowa pralnia oraz bezpłatne Wi-Fi. ZAPRASZAM PO SZCZEGÓŁOWE INFORMACJE - TEL.  501-920-939;;;;;;;;;;2;;38 m²;;pierwotny;;;;;;;;;;;;;;;;;;;;;;;;;;;
12748;12748;3QEao;Słoneczne mieszkanie w rewelacyjnej lokalizacji - Centrum Warszawy.Mieszkanie nowocześnie wyposażone gotowe do zamieszkania bez wkładu finansowego z widokiem na panoramę Warszawy.W okolicy znajdują się dwie stacje metra: stacja Rondo ONZ i stacja Świętokrzyska.W odległości do około 15 min. pieszo znajduje się galeria handlowa Złote Tarasy, Pałac Kultury, Dworzec Centralny, Stare Miasto.W pobliżu mieszczą się liczne restauracje, bary, kina i teatry.Istnieje możliwość dokupienia miejsca parkingowego w garażu.Zapraszam na prezentacje.;;;;1.0;;;1.0;;14.0;2;10;61 m²;apartamentowiec;wtórny;500 zł;;pełna własność;cegła;miejskie;plastikowe;;do zamieszkania;;;;;1.0;1.0;;;;;;;;;;;;;
12977;12977;43BuR;apartament na Mokotowie, metro, balkon,  garażINFORMACJE OGÓLNE: Mieszkanie na sprzedaż. Rynek wtórny, jednopoziomowe. Typ 2 pokoje. Standard wykończenia: bardzo dobry. Dostępne od zaraz. Znajduje się na 2 piętrze, w budynku 4 piętrowym. Poziom hałasu: cicho.  Forma prawna: odrębna własność z księgą wieczystą  OPIS MIESZKANIA: Mieszkanie składa się z salonu z aneksem kuchennym oraz części jadalnej (36m2), sypialni z garderobą (14m2 + 4m2), łazienki (8m2) oraz przedpokoju. Z salonu wyjście na duży balkon (12m2).  Mieszkanie wykończone jest w bardzo wysokim standardzie, na podłodze w kuchni marmur, meble na wymiar, sprzęt AGD firmy De Dietrich, piekarnik z funckją pyrolizy. Na podłogach w pokojach deska dębowa. W łazience znajduje się kabina prysznicowa oraz wanna. W mieszkaniu zainstalowana jest klimatyzacja. W przedpokoju dwie szafy wnękowe.    Mieszkanie jest gotowe do wprowadzenia się bez ponoszenia dodatkowych nakładów finansowych.    Rozkład pomieszczeń jednostronny, jasny. Pokoje przestronne, ustawne. Widok z okna na zieleń oraz wewnętrzne patio. Duże okna zapewniają dobre doświetlenie mieszkania. Wystawa okien na zachód. Zabezpieczenie mieszkania: domofon, monitoring, osiedle strzeżone, teren ogrodzony. Dodatkowo do mieszkania przynależy: miejsce parkingowe w garażu podziemnym, dodatkowo płatne 40 000 tys oraz komórka lokatorska dodatkowo płatna 15 000 tys.  OPIS BUDYNKU: Mieszkanie znajduje się w nowoczesnym budynku oddanym do użytkowania w 2013 roku. Nowoczesna forma architektoniczna i szlachetne materiały wykończeniowe: kamień, szkło oraz drewno podkreślają prestiżowy charakter miejsca. Budynek zaprojektowany został tak aby zapewnić mieszkańcom jak najbardziej komfortowe warunki użytkowania. W budynku znajduje się recepcja.   OPIS KOMUNIKACJI I INFRASTRUKTURY: do stacji metra Służew 3 minuty na piechotę, dzięki czemu dojazd do centrum miasta zajmuje około 15 minut. do stacji metra Wilanowska niecałe 10 minut na piechotę co zapewnia  rewelacyjne połączenia z każdą częścią miasta wszelkimi dostępnym środkami transportu miejskiego, w pobliżu zajezdnia tramwajowa i autobusowa. W najbliższym otoczeniu znajdują się punkty handlowo - usługowe, Galeria Mokotów, centrum biznesowe przy ulicy Domaniewskiej, Park Dolinka Służewiecka     Wybrane zalety nieruchomości: atrakcyjna lokalizacja, balkon, blisko Metro, budynek atrakcyjny architektonicznie, dojazd do centrum do 20 minut, dostępne tylko u nas, ekskluzywne, garaż, gotowe do wprowadzenia bez wkładu finansowego, komórka lokatorska, loggia, miejsce parkingowe, niska zabudowa, wysokiej jakości podłogi, wysokiej jakości wykończenie.Więcej szczegółowych informacji, dodatkowe zdjęcia oraz inne podobne nieruchomości są dostępne na naszej stronie internetowej .ZADZWOŃ I ZOBACZ z Doradcą, tel. +48 535 775 125, tel. +48 535 685 175, INDEPRO - ogólnopolska sieć agencji nieruchomości. Jesteśmy nowoczesną organizacją profesjonalistów rynku nieruchomości. Świadczymy kompleksowe usługi w zakresie pośrednictwa nieruchomości i obsługi transakcji. Wyróżnia nas skuteczność w działaniu i skupienie na realizacji potrzeb naszych klientów. Dzięki doświadczeniu, zaangażowaniu i miłej atmosferze w 100% zrealizujemy Twoje oczekiwania. Posiadamy największą liczbę zadowolonych klientów i listów referencyjnych.;;;;;;;;;4.0;2;2;71 m²;apartamentowiec;wtórny;;;;;;;2013.0;;;;;;;;;;;;;;;;;;;;
13200;13200;43z92;Woźniakowski Nieruchomości ma przyjemność zaprezentować Państwustylowy, najbardziej luksusowy, XVw. apartament usytuowany w samym sercu Starego Miasta, położony na 3 piętrze zabytkowej kamienicy.Funkcjonalny, przestronny apartament składający się z 4 pokoi tj. salonu, sypialni, jadalni oraz garderoby, jak również kuchni, łazienki i przedpokoju.Niesamowity, pełen klasyki styl, ekskluzywne meble, wysokiej jakości podłogi oraz ściany z akcentem sztukaterii z pewnością zostaną docenione przez najbardziej wymagających klientów.Kamienica zadbana, starannie wkomponowana w serce STARÓWKI.Niepowtarzalne miejsce staromiejskiego rynku, gdzie każdy znajdzie coś dla siebie.W naszej kamienicy na parterze mieści się restauracja najsłynniejszej polskiej restauratorki Magdy Gessler.Multimedialny park fontann to 5 min. spacerkiem od naszej kamienicy.Kawiarnie, puby, galerie, zabytki... każdy znajdzie coś dla siebie.Należy dodać, że okna omawianego apartamentu wyeksponowane są od strony podwórka co gwarantuje nam relaks w ciszy i spokoju.Zapraszam do prezentacjiKrystyna Grzybek  24/7  tel. 609748093Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.;;1.0;1.0;1.0;;;1.0;;4.0;4;3;72 m²;kamienica;wtórny;;2019-11-19;pełna własność;cegła;miejskie;plastikowe;;;;;1.0;;;;1.0;;;;1.0;;;;;;;;
13202;13202;42ZKm;WYGODNE JEDNOPOKOJOWE MIESZKANIE - SADYBAJeśli szukasz pokoju z kuchnią w cichej okolicy z dobrym dojazdem do Centrum ta oferta jest dla Ciebie. Jest co prawda do remontu, ale to pozwoli dostosować je do potrzeb nabywcy.Składa się z dużego pokoju z balkonem, który wychodzi na zielone bardzo duże podwórko, sporej kuchni z oknem, łazienki oraz holu.Na podłodze parkiet w dobrym stanie, okna PCV.Mieszkanie świetnie doświetlone, ciche i spokojne.W budynku są windy jak i winda dla niepełnosprawnych przy pierwszym podejściu na półpiętro.Okolica to podobne budynki oddzielone dużymi zielony podwórkami z placami zabaw dla dzieci.ZAPRASZAM NA PREZENTACJE;1.0;1.0;;;;;;;10.0;1;4;34,70 m²;blok;wtórny;;;spółdzielcze własnościowe;;miejskie;;1986.0;;;;;;1.0;;;;;;;;;;;;;;
13232;13232;44j44;Zamieszkaj na warszawskim Ursusie! W jednej z najdynamiczniej rozwijających się dzielnic Warszawy! Świetna lokalizacja i cena!Prezentuję 2-pokojowe mieszkanie o powierzchni 43.43m2 w dobrej cenie!Mieszkanie posiada przestronny salon z oddzielną widną kuchnią (16.50m2+6.60m2), sypialnię (9.58m2), łazienkę (3.78m2), korytarz (5.17m2) oraz przynależący do mieszkania balkon (3.70m2).Garaż podziemny oferuje wygodne miejsca postojowe (dodatkowo płatne 30 000,00 zł). Dostępne komórki lokatorskie do wykorzystania jako przechowalnie (dodatkowo płatne 10 000,00 zł/m2). Udogodnienia:- Plac zabaw, klub fitness, inteligentny dom.- Duża ilość zieleni, zarówno na dziedzińcu wewnętrznym zabudowy jak i na terenach ogólnie dostępnych.- Zwarte i spójne kompozycyjnie osiedle z dużym terenem ogólnodostępnym (rekreacja, sport, zieleń).- Duża przestrzeń między budynkami - stanowiąca komfort dla mieszkańców i użytkowników.- W podziemnym garażu oraz na zewnątrz budynku będą znajdować się miejsca parkingowe dla samochodów.- Zaplanowano także komórki lokatorskie, które użytkownicy części mieszkań będą mogli wykorzystać jako poręczne przechowalnie.Lokalizacja:- niedaleko znajduje się CH Factory.- mieszkanie jest położone na 1 piętrze budynku 7 kondygnacyjnego. Budynek będzie wyposażony w windy. - w sąsiedztwie osiedla powstaje EkoPark o wielkości 5h, gdzie znajdą się dodatkowe place zabaw, ścieżki edukacyjne, a sam Park powstanie z elementów pochodzących z recyklingu.Komunikacja:- 1 min. przystanek autobusowy (zaledwie 400m)- 3 min. stacja PKP i SKM (1 km)- 15 min. odległość od Centrum (12,3 km)- 1 min. do EkoParku- 3 min. do CH FactoryTermin oddania inwestycji: IV kwartał 2021 roku. Rynek pierwotny.W inwestycji są jeszcze dostępne mieszkania 2 pokojowe o podobnych powierzchniach na różnych kondygnacjach oraz mieszkania 3 pokojowe. Zakup bez dodatkowych kosztów! (0% podatku PCC oraz 0% prowizji dla biura nieruchomości).Zapraszam do kontaktu pod numerem telefonu: 501000135 (Honorata Madeja) lub mail: Zdjęcie przedstawia przykładową wizualizację mieszkania.Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.;1.0;;;;;;;;7.0;2;1;43,43 m²;blok;pierwotny;;;;;miejskie;;2021.0;do wykończenia;1.0;;;;1.0;;;;;;;;;;;;;;
