id,cena,liczba_pieter,liczba_pokoi,pietro,powierzchnia,rok_budowy
43bvI,1200000,8,5,4,143.0,2001
43bwM,758000,6,3,0,60.0,2011
43bfq,890000,5,5,0,106.0,1995
43bfm,884000,7,3,0,64.64,2016
40AEA,2465000,2,5,2,169.06,2019
4397C,1000000,2,4,2,125.9,2002
438Z2,876876,4,2,2,56.94,2020
438Xe,817128,4,2,4,50.44,2020
4373h,1250000,4,4,3,101.6,1990
436Xu,960000,3,3,1,115.0,1996
436PN,807246,4,2,4,49.83,2020
4352K,549000,12,2,9,37.0,2018
4346n,3900000,6,5,6,187.0,2006
433UI,1270000,2,4,1,110.99,1996
432V4,399999,12,1,5,24.31,2019
432yJ,411000,6,2,3,37.85,2019
431S0,620000,2,2,0,51.0,2018
431f5,959000,10,3,10,85.6,2013
430mu,649000,11,3,4,57.18,2006
42Zwc,1158975,9,4,2,85.85,2009
42Zwb,1373085,9,4,2,101.71,2009
42Zwa,768600,9,2,2,51.24,2009
42ZrI,1035000,6,3,3,83.0,2015
42YQU,699000,3,3,3,63.5,1989
42YLc,878878,4,2,2,57.07,2020
42YKc,831870,4,2,4,51.35,2019
42YGy,894432,4,2,1,58.08,2019
42YEj,752003,4,2,1,50.47,2019
42YCf,796000,3,3,2,77.5,1999
42YzR,690000,8,2,8,54.0,2019
42YnF,900000,5,3,1,70.0,2005
42XNq,794348,4,2,1,55.94,2020
42XPa,864360,4,2,1,61.74,2020
42VAb,655000,4,3,4,71.9,1985
42Vlo,600000,6,2,4,44.0,2019
42Wvi,1540500,13,4,7,122.79,2020
42WkO,1140000,8,4,6,84.0,1993
42q6n,635000,7,2,4,54.8,2000
42WgZ,1456500,13,4,8,112.18,2020
42WgY,1310000,13,4,8,107.16,2020
42Wd0,1530000,13,4,10,113.8,2020
42UOb,1195000,5,3,1,82.4,2001
41C27,1153000,5,4,0,134.41,1998
42T18,670000,5,3,1,75.0,1995
3PtOs,1180000,2,4,0,106.0,2000
3PtM8,1099000,6,3,1,102.2,2009
42IIm,476000,12,2,7,33.0,2017
3vFqb,250000,11,1,6,22.0,2019
42RSy,591668,6,2,5,38.42,2020
42Rgg,1630000,10,5,5,126.6,2000
3QBlG,795000,12,3,7,73.0,2019
42QD4,393000,6,2,3,33.84,2020
42PZs,929000,8,7,6,89.46,1970
42Pdc,649000,15,3,7,75.0,1982
42Ok1,1800000,7,4,5,112.0,2007
42NCP,681955,6,3,6,65.83,2020
3R4sU,2240000,4,4,1,148.54,2019
42M4G,680000,4,3,1,65.0,2001
42K4x,517050,11,2,9,34.0,2017
42IJr,443000,12,2,7,37.0,2017
42HCU,699000,3,3,3,63.5,1989
42Hij,6720000,1,4,0,336.0,2018
42Gza,589000,4,3,4,87.3,1995
42DSN,720000,4,3,0,86.97,2001
41ia9,1260000,6,4,5,119.0,1980
42DCm,1197000,8,2,4,63.0,2008
42CaB,1250000,17,3,7,98.3,2000
42Cak,880000,8,2,4,72.28,2016
42Ca9,2550000,3,3,2,120.87,2006
42C38,680000,4,4,4,82.0,1992
42ADd,4200000,3,6,3,231.0,2009
42zKh,496748,6,2,3,45.2,2020
42yY9,1195000,3,4,1,130.0,2001
42yIG,890000,5,3,1,73.2,2006
42y72,2100000,7,4,3,138.0,2008
42y6W,1050000,3,3,0,78.0,2005
42y5i,1400000,9,3,7,117.0,2013
42xVH,709029,6,3,4,68.25,2019
42xr3,898000,4,4,4,106.0,1996
42toB,1490000,3,4,2,132.16,2007
42xpn,2250000,1,5,1,200.0,2019
42xoV,494000,5,2,4,45.2,2020
42xcK,950000,4,3,4,82.7,2001
42vCi,665000,4,3,1,50.0,1975
3ZCMU,509000,10,3,5,53.3,1972
42sIr,792000,6,2,6,48.1,2019
421a7,395000,6,2,6,35.8,2002
42qyD,1140000,8,4,6,84.0,1993
42qml,2264000,4,5,2,144.28,2005
42q2X,619000,4,2,2,57.17,2000
42n0K,495000,24,2,6,39.0,2020
42mh6,699000,3,3,3,63.5,1989
42l2Y,575000,16,2,0,44.0,2018
42jor,560000,13,2,4,50.5,1982
42jh0,348000,10,1,1,31.06,1975
42jcs,690000,7,3,7,80.8,2004
42hRl,580000,4,3,0,51.1,2019
42fQj,2200000,7,3,5,110.0,2004
42fQ3,830000,16,4,10,85.0,2003
42dJR,629000,9,3,8,61.0,1980
42dGl,915040,6,2,4,42.56,2018
42d51,1350000,6,4,4,113.0,1979
428VO,728000,6,2,6,44.06,2017
428UE,685000,6,2,1,56.51,2007
41won,1850000,11,6,9,139.0,2005
426PQ,516810,3,2,1,48.3,2000
426nT,529000,10,4,3,70.6,1975
3Si6v,580000,7,3,6,42.0,2018
4231T,720000,14,2,7,60.93,2008
41ZYN,2450000,6,5,1,148.0,2020
41ZHZ,790000,8,4,5,82.0,2019
41ZGv,719000,8,2,3,61.28,2003
41Zgd,425000,6,1,0,34.0,2005
41YLh,489000,8,1,1,35.6,2019
41YGH,566000,7,3,6,55.48,2019
41XpU,420000,7,2,1,39.41,2020
41Xfi,595000,4,2,1,57.0,1970
41VWE,601473,13,2,8,45.36,2020
41Wlz,1699000,12,4,10,102.0,2020
40HRe,699000,7,2,2,50.0,2012
41P16,796000,3,3,2,77.5,1997
41Mby,1450000,6,3,6,119.0,2012
41KXi,799000,8,4,5,82.47,2019
41HZH,430000,7,2,7,41.99,2020
41GSo,411200,7,2,1,41.12,2019
40HZ2,2402000,5,5,1,146.0,2020
41Ek5,790000,7,2,7,44.0,2003
41BYC,1290000,8,5,1,151.0,2003
41BnQ,825000,13,3,4,102.0,2010
41ArP,999000,3,5,1,163.0,1990
41Ac2,990000,13,3,5,67.3,2006
41xdq,990000,3,4,0,93.0,1995
41vDY,1290000,8,5,1,151.0,2003
41wjU,1850000,7,6,5,196.0,2001
41uNp,751600,7,4,2,84.0,2019
41rqd,1100000,3,5,1,120.6,2000
41qrE,420000,4,3,4,53.1,1973
41q0d,1600000,8,3,6,93.0,2019
3TBaY,1495000,3,5,0,162.5,1999
41nkX,1599000,13,4,7,145.6,2000
3Q5eo,383000,11,2,4,32.0,2019
41iQs,1270000,4,3,0,59.0,2015
41iQr,485000,4,2,3,39.0,1970
41iPy,851116,5,3,1,75.32,2020
41iOZ,315000,16,1,3,21.0,2019
41iOO,900000,10,3,2,76.25,2001
41iJb,860000,8,3,3,74.0,1997
41iIy,990000,4,4,4,136.0,1999
3Hlb2,932000,7,3,2,67.11,2016
41gcX,1950000,4,4,0,185.0,2001
41dv4,560000,5,4,5,75.52,1994
41bVn,399000,7,2,3,42.31,2019
418HE,479000,12,2,5,44.0,2020
418Fv,1150000,9,2,7,67.0,2013
413M8,375000,6,2,1,33.0,2020
3Z2dO,1200000,4,4,3,114.0,1999
40ZPa,1200000,2,4,1,110.99,1996
40Zv8,5650000,2,4,2,226.0,2018
40TJQ,799000,11,3,7,80.5,1998
40TF8,1000000,6,2,4,56.35,2008
3TeEI,1250000,8,3,4,78.63,2007
40T2m,1340000,6,3,1,100.0,2017
3XR9K,425000,6,1,0,33.92,2005
3Y9g0,2350000,5,4,4,120.53,2013
40RNl,2184000,8,3,7,84.0,2013
40P7R,1062000,8,7,2,123.53,2006
40NYP,777000,3,3,2,77.5,1997
40NXK,448500,10,2,5,35.85,2019
40IVd,1030000,3,4,3,157.0,1994
40IWh,1820000,5,5,3,205.9,1999
40HJg,385000,12,1,9,28.0,2021
40Fte,650000,4,2,3,53.0,2006
40AVo,1125000,16,3,7,99.0,2000
40wbV,1062000,8,4,2,123.53,2006
40ol6,1100000,1,3,0,88.4,1997
40ilC,448000,10,3,2,48.0,1970
40iiE,815000,3,3,3,81.0,1999
403yk,595000,7,2,1,50.0,2020
3ZYLG,410000,7,2,2,35.0,2019
3ZPaQ,875000,11,4,10,97.4,1978
3ZBJC,1476090,6,2,6,89.46,2017
3ZeDy,1440000,3,4,2,132.0,2007
3Z5VY,1271632,4,4,2,82.97,2019
3Z5X2,729170,4,2,0,51.35,2019
3VQXa,590000,8,2,1,50.4,2020
3YXzG,1680000,17,4,2,160.0,2002
3YLSU,3199000,4,6,1,324.0,2015
3YG5a,378506,6,2,3,32.64,2020
3Yuwm,1960000,4,4,0,183.0,2001
3u7kc,590000,12,3,2,64.68,2020
3YkQY,1850000,3,3,1,114.0,2006
3YkCE,2550000,4,3,1,118.5,2007
3YkB2,2200000,13,5,3,180.0,2005
3YkjC,1650000,13,3,8,155.0,2001
3YeSv,1165000,14,4,9,124.5,1999
3Y1kv,1200000,6,3,2,114.8,1999
3XXLe,379000,7,1,1,38.0,1998
3XRvs,355000,6,2,6,36.0,2002
3QtzS,750000,8,2,1,58.3,2007
3XOvU,750000,6,2,0,50.07,2019
3XOvY,850000,6,3,1,66.59,2019
3XNP6,433000,8,1,7,30.83,2018
3XNeQ,631495,8,1,8,45.74,2018
3VVtC,310700,26,1,10,27.0,2021
3XJrq,1200000,6,2,6,69.19,2008
3XAOY,628618,7,3,0,57.34,2017
3V5Mg,1400000,3,4,0,210.0,1994
3XtG0,551500,7,3,3,62.0,2019
3Xp6o,2500000,6,7,5,281.0,1998
3XoMA,680000,8,2,1,59.0,2012
3XkhS,370000,7,2,5,33.0,2019
3XhKU,1399000,3,7,0,210.0,1994
3Xd5i,1349000,6,3,5,92.0,2001
3X8He,582400,8,3,5,58.24,2019
3VBxV,1720000,8,4,7,145.0,2005
3NRJO,574000,12,3,2,68.0,2021
3Ur2U,575000,7,2,1,47.9,2014
3NRJC,310700,26,1,10,27.0,2021
3VjQ0,990000,13,3,5,68.0,2006
3UTly,310500,26,1,5,36.32,2021
3V74v,1265000,5,3,0,92.66,2007
3V4hO,1540000,10,5,6,147.44,2009
3V16c,339900,6,2,6,36.0,2002
3u7pO,545400,12,3,10,54.0,2020
3xJd9,520000,12,2,6,50.0,2019
3WskQ,740000,6,2,2,51.0,2018
3U60g,1450000,7,3,7,120.0,2015
3TEru,953600,7,3,3,67.24,2016
3Tr44,720000,4,3,3,80.2,1998
3MGNK,197151,27,1,2,20.0,2018
3SOpO,1990000,6,4,3,119.53,2019
3SJDu,1990000,6,4,0,119.32,2019
3SsVs,958000,7,3,2,61.6,2019
3MOGs,602000,13,2,2,43.0,2019
3RB5e,1431360,6,2,6,89.46,2017
3RB56,2819450,6,1,5,181.9,2017
3RAOQ,820000,5,3,5,87.0,2005
3RAOI,820000,8,2,8,63.0,2005
3RAOE,495000,8,1,8,49.0,2005
3RADm,680000,4,4,0,79.0,1989
3RArV,1250000,10,4,2,122.0,2000
3RArm,1200000,2,4,2,136.0,1999
3RAoU,1200000,4,6,4,160.0,1995
3R4sM,2200000,4,4,0,110.08,2019
3R4t6,2240000,4,5,3,122.01,2018
3R4og,2700000,3,4,2,121.0,2005
3vwCX,377000,12,1,7,28.0,2019
3OUXS,840000,8,3,8,89.0,2005
3OUXO,495000,8,1,8,49.0,2005
3Qyvg,799000,6,3,6,88.5,2006
3PJeg,3199000,3,5,2,324.17,2012
3tpeQ,640000,12,3,6,61.0,2019
3xJr1,790000,9,3,5,77.0,2019
3H7Ug,494000,27,2,7,44.0,2018
3O2la,273000,27,1,7,20.0,2018
3PpJ6,1153000,5,3,0,128.21,1998
3Pmza,536000,5,2,0,68.94,1995
3ODde,520000,3,2,2,55.0,1998
3OBry,1104485,23,1,9,66.15,2009
3NFq4,2750000,5,4,5,183.0,2012
3NDTe,900000,10,3,2,76.27,2001
3NDSo,1440000,6,2,5,120.07,2006
3MUBV,1150000,8,3,6,85.0,2014
3MSwq,415000,6,2,2,33.0,2019
3MGc4,1684200,6,5,6,140.35,2020
3MCsM,1426200,6,4,6,118.85,2020
3H7LV,2008200,6,4,1,133.88,2007
3L21V,3360000,2,4,2,168.0,2018
3vDAn,499000,11,2,7,44.0,2019
3xJl5,570000,12,3,5,54.0,2019
3Km76,2350000,5,4,4,121.0,2013
3JA2g,1990000,9,4,6,139.87,2009
3FgrG,247000,27,1,5,20.0,2019
3H7Sc,796000,27,3,8,72.0,2019
3H7Xa,379000,27,1,7,30.0,2019
3xJij,650000,12,3,4,63.0,2019
3He5i,920000,3,4,1,105.0,2000
3H9eQ,1950000,9,4,6,139.87,2009
3H7WG,508000,27,2,7,47.0,2019
3H1iM,632112,8,3,3,60.78,2020
3qJzm,510000,12,2,4,47.0,2019
3cU0V,270000,27,1,7,21.0,2019
3Fg9O,237000,27,1,6,20.0,2019
3EnMQ,1274400,4,3,1,94.4,2008
3v8Mc,4601000,3,5,2,214.0,2010
3E8mM,2000000,6,4,1,133.88,2006
3E2ek,1650000,6,4,4,135.0,2000
3D2RC,1280000,14,4,5,103.0,2012
3C2le,230800,6,1,5,21.0,2017
3BmTq,440000,7,2,5,41.89,2019
3AS1N,2225000,2,5,1,169.06,2020
3AdyD,2200000,5,3,2,93.0,2015
3zJ1W,3199000,3,5,2,324.0,2012
3tpnK,615000,12,3,7,59.0,2018
3vDBW,370000,11,1,7,27.0,2019
3xJp5,590000,9,3,3,57.0,2019
3vFnp,221000,11,1,7,20.0,2019
3vDAT,620000,11,3,7,61.0,2019
3vwGb,493000,12,2,7,44.0,2019
3vwFW,221000,11,1,3,21.0,2019
3qdNO,485000,8,2,5,46.0,2019
3ti1S,221000,27,1,9,20.0,2019
3wYao,1699000,13,4,8,155.0,2001
3cU2u,460000,12,2,3,37.0,2019
3tieI,397000,12,2,0,28.0,2019
3w8VQ,510000,11,2,6,44.0,2019
3w8XG,221000,27,1,7,21.0,2019
3qJCU,470000,12,2,4,42.0,2019
3rKBV,385000,12,2,8,28.0,2020
3qdRK,705000,8,3,6,69.0,2019
3qdUI,590000,24,3,4,55.0,2019
3qJyo,380000,12,2,3,28.0,2019
3qJDe,490000,12,2,7,44.0,2019
3qJwa,497000,12,2,6,46.0,2019
3qtok,1160000,8,3,6,85.0,2014
3qm0v,497000,8,2,6,45.0,2019
3qkFe,436000,8,2,3,36.66,2020
3qdRi,690000,8,3,6,65.0,2019
3pMcM,1690000,22,3,9,85.36,2010
34S1s,597000,12,3,6,67.0,2018
3kW8q,1656000,9,5,9,184.0,2019
3kWao,991000,12,4,4,85.0,2019
3kWb6,570000,12,3,4,54.0,2019
3mk4w,1520000,6,3,6,103.0,2007
3lJ9M,221000,12,1,6,21.0,2019
3a01I,498000,8,2,4,44.0,2019
3a03K,530000,12,2,7,47.0,2019
3i1hV,597000,12,3,8,57.0,2019
3lhlV,480000,12,2,7,42.0,2019
3lhmU,495000,12,2,7,44.0,2019
3lhnV,470000,12,2,4,41.0,2019
3lhqm,378000,12,1,6,27.0,2019
3iTD2,510000,7,2,4,36.66,2019
3fICK,2250000,3,5,3,154.0,2006
3edMM,1995000,12,4,0,165.0,2009
2UOJ5,2100000,9,4,6,141.0,2010
37bBG,1495000,3,5,3,132.0,2000
31P58,7000000,3,4,3,281.07,2010
37vwC,2300000,7,4,6,129.0,2006
33B5I,3350000,1,4,0,168.0,2018
33tFV,2500000,2,6,2,210.0,2015
2UNVb,1860000,8,3,7,98.0,2012
2JILp,995000,13,5,8,138.0,1997
2zmYc,2550000,3,3,1,118.5,2009
1W1tp,850000,5,3,3,68.0,2002
